year,title,abstract,doi,url,source
2021,MBSE delivers significant return on investment in evolutionary development of complex SoS,"The Submarine Warfare Federated Tactical Systems (SWFTS) is a rapidly evolving combat system of systems (SoS) product family. Managing the annual baseline updates requires processing thousands of baseline change requests, then coordinating and verifying their implementation. The complexity of this effort, which involves well over ten million source-lines-of-code (SLOC) as well as Commercial-Off-the-Shelf (COTS) and military-unique hardware, is compounded by being deployed in ten variants. After a feasibility study in 2010 the SWFTS systems engineering and integration program started a transition from traditional requirements database and document-centric systems engineering (DCSE) to a model-based systems engineering (MBSE) process. At that time there was little solid evidence in the literature for a positive Return on Investment (ROI) for moving from DCSE to MBSE. Applying MBSE to this program has resulted in measurable monetary and operational benefits. We 1) summarize the DCSE to MBSE transition, 2) describe the accomplishments and observations to date, 3) define the metrics collected, and 4) quantify the achieved ROI. Background on the systems engineering and integration (SE&I) process and an apples-to-apples comparison of SE quality and efficiency are provided. The raw SE&I efficiencies of the DCSE and MBSE approaches are documented, along with conclusions showing that the MBSE approach delivers a positive ROI through higher quality SE products at significantly less cost-per-change, enables managing more baselines and SoS complexity using constant resources, and reduces the cost of the downstream integration effort. © 2021 Lockheed Martin Corporation. Systems Engineering published by Wiley Periodicals LLC",10.1002/sys.21592,https://onlinelibrary.wiley.com/doi/pdf/10.1002/sys.21592,scopus; wiley; webofscience; googlescholar
2001,System of Systems (SoS) enterprise systems engineering for information‐intensive organizations,"… This paper addresses ESE in the context of large, complex, information-intensive systems of systems typically composed of an evolving mix of legacy and new systems. Because of the …",10.1002/sys.1021,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.1021,googlescholar
2022,The Capability Concept in the Context of Systems of Systems: A Systematic Literature Review,"Systems of systems (SoS) leverage dynamic configuration of independent systems to achieve a capability neither of the independent constituent systems can achieve on their own. Therefore, SoS engineering goes beyond addressing requirements to addressing capabilities. Due to the independence of the constituent systems, capability is formed by complex interdependence of legacy systems. It is also subject to uncertainty of the evolutionary development of the SoS, making it important to not only see the bigger picture but to plan for the changing capability patterns in the life of an SoS. This study looks at the body of knowledge surrounding definitions, support systems and practices around the concept of capability in the context of SoS. The results show; context dependent nature of the definition of capability, country-specific support systems, ongoing efforts to form more robust frameworks and dominant establishment of this theme in the defense sector.",10.1109/ISSE54508.2022.10005489,,ieeeexplore; scopus; webofscience
2022,Strategic robustness in bi-level system-of-systems design,"Robust designs protect system utility in the presence of uncertainty in technical and operational outcomes. Systems-of-systems, which lack centralized managerial control, are vulnerable to strategic uncertainty from coordination failures between partially or completely independent system actors. This work assesses the suitability of a game-theoretic equilibrium selection criterion to measure system robustness to strategic uncertainty and investigates the effect of strategically robust designs on collaborative behavior. The work models interactions between agents in a thematic representation of a mobile computing technology transition using an evolutionary game theory framework. Strategic robustness and collaborative solutions are assessed over a range of conditions by varying agent payoffs. Models are constructed on small world, preferential attachment and random graph topologies and executed in batch simulations. Results demonstrate that systems designed to reduce the impacts of coordination failure stemming from strategic uncertainty also increase the stability of the collaborative strategy by increasing the probability of collaboration by partners; a form of robustness by environment shaping that has not been previously investigated in design literature. The work also demonstrates that strategy selection follows the risk dominance equilibrium selection criterion and that changes in robustness to coordination failure can be measured with this criterion.  © ",10.1017/dsj.2022.2,,scopus; webofscience
2022,Introduction to the smart court system-of-systems engineering project of China,"This book discusses the overall development and use of smart courts from the perspective of system-of-systems engineering (SoSE) and its methodology, analyzes the relationships between the components, structures, environments, and functions of various systems, and illustrates the basic approaches to system design, specification, integration, operation and management. As the general introductory book of the China Smart Court Development Series, this book provides an overview of the development of Chinese people's courts in the application of information technology over the past two decades and outlines the key areas of exploration in the Smart Court SoSe project centered on the development practices during the 13th Five-Year Plan period. It also forecasts the future development and evolution of the smart court information system. The key topics introduced in the book, including the overall design of complex information systems, integrated interconnection networks-based system integration, judicial big data quality control and analytics services, various types of AI-enabled judicial services, quality and efficiency-oriented operation and maintenance services for large-scale information systems, etc., all came from the basic research of information science and theories, as well as the systems engineering practices of the Smart Court SoSe project. They not only reflect the latest findings on systems engineering and architecture methods in China and overseas, but also reveal many innovative approaches to SoSE methods and paradigms, which can be used for the design and continued development of smart courts at a new and higher starting point. It is believed that they can also serve as good examples and reference points for the development in IT application and complex information systems engineering in other sectors. © People's Court Press 2022. All rights reserved.",10.1007/978-981-19-2382-1,,scopus; springerlink
2022,Dynamic synchronization analysis method of operation system-of-systems based on target stream drive,"Based on the facts, the time-varying characteristics of node-coupling relevancy, can’t be reflected effectively by the static-synchronization analysis for operation system-of-systems (SoS) under fixed structure, another dynamic-synchronization analysis method for operation SoS, driven by target stream, is proposed. Regarding target’s attacking as the essential impetus to the SoS response and structural adjustment, the positive and negative effects of target stream on synchronization are discussed, by analyzing the macro characteristics on element attributes and topology evolution under the condition of SoS combat. Integrated with combat ring theory and coupled oscillator model, the mechanism and characterization of SoS phase synchronization are studied. Moreover, the updating method of node phase iteration is presented. Compared with the static-synchronization, the simulation results exhibit obvious differences among the dynamic-synchronization possessing special dynamic characteristic, and the oscillation pattern and synchronization ability. © 2022, Editorial Board of Journal of Systems Engineering Society of China. All right reserved.",10.12011/SETP2019-2739,,scopus
2022,A SOA-Based Engineering Process Model for the Life Cycle Management of System-of-Systems in Industry 4.0,"The evolution of industrial digitalisation has accelerated in recent years with the availability of hyperconnectivity, low-cost miniaturised electronic components, edge computing, and Internet of Things (IoT) technologies. More generally, with these key enablers, the concept of a system of systems (SoS) is becoming a reality in the industry domain. However, due to its complexity, the engineering process model adopted to design, develop, and manage IoT and SoS-based solutions for industry digitalisation is inadequate, inefficient, and frequently unable to manage the digitalisation solution’s entire life cycle. To address these limitations, we propose the Arrowhead Engineering Process (Arrowhead-EP) model and the Value Chain Engineering Process Map (VCEP-map), which explicitly reveal the interactions and dynamics of the engineering processes adopted by multistakeholder use cases in the industry domain. We decomposed and remodeled the engineering process to cover the complete life cycle of an industrial SoS, and we introduced a service-oriented solution intended to efficiently, flexibly, and effectively manage the three assets addressed by RAMI 4.0. The Arrowhead-EP model complemented by the VCEP-map fills the gaps identified in our literature-based analysis and satisfies the requirements of the life cycle management of a typical use case in the Industry 4.0 domain. In this regard, a specific example is used to illustrate the advantages of adopting the proposed engineering solution in a real multistakeholder use case. © 2022 by the authors.",10.3390/app12157730,,scopus; webofscience
2021,Security and autonomic management in system of systems,"A system of systems integrates systems that function independently but are networked together for a period of time to achieve a higher goal. These systems evolve over time and have emergent properties. Therefore, even with security controls in place, it is difficult to maintain a required level of security for the system of systems as a whole because uncertainties may arise at runtime. Uncertainties can occur from internal factors, such as malfunctions of a system, or from external factors, such as malicious attacks. Self-adaptation is an approach that allows a system to adapt in the face of such uncertainties without human intervention. This work outlines the progress made towards security mitigation in system of systems using a generic autonomic management system to assist engineers in developing self-adaptive systems. The manuscript describes the proposed system design, its implementation as part of the Eclipse Arrowhead framework, and its functionality in a smart agriculture use case. The system is designed and implemented in such a way that it can be reused and extended for a variety of use cases without requiring major changes. © 2021 Scientific Association for Infocommunications. All rights reserved.",10.36244/ICJ.2021.3.7,http://real.mtak.hu/147277/,scopus; webofscience; googlescholar
2021,Iterative and Scenario-Based Requirements Specification in a System of Systems Context,"[Context & Motivation] Due to the managerial, operational and evolutionary independence of constituent systems (CSs) in a System of Systems (SoS) context, top-down and linear requirements engineering (RE) approaches are insufficient. RE techniques for SoS must support iterating, changing, synchronizing, and communicating requirements across different abstraction and hierarchy levels as well as scopes of responsibility. [Question/Problem] We address the challenge of SoS requirements specification, where requirements can describe the SoS behavior, but also the behavior of CSs that are developed independently. [Principal Ideas] To support the requirements specification in an SoS environment, we propose a scenario-based and iterative specification technique. This allows requirements engineers to continuously model and jointly execute and test the system behavior for the SoS and the CS in order to detect contradictions in the requirement specifications at an early stage. [Contribution] In this paper, we describe an extension for the scenario-modeling language for Kotlin (SMLK) to continuously and formally model requirements on SoS and CS level. To support the iterative requirements specification and modeling we combine SMLK with agile development techniques. We demonstrate the applicability of our approach with the help of an example from the field of e-mobility. © 2021, Springer Nature Switzerland AG.",10.1007/978-3-030-73128-1_12,https://link.springer.com/chapter/10.1007/978-3-030-73128-1_12,scopus; springerlink; webofscience; googlescholar
2012,Evolutionary Analysis of Operation System-of-Systems (SoS) Network Based on Simulated Data,"By means of complex network methods, we construct the Operation SoS network based on simulated data generated by games in large-scale joint operations and analyze the basic statistical characteristics and evolution. Through analyzing, there are three findings: the first one is that the Operation SoS network have the basic characteristics of complex networks, the second one is Operation SoS network's structure determines its real effects, the third one is that it helps to find the problems and recognize the trend of flattening existing in command system, and to predict the future of warfare by means of complex network methods.",10.1109/WISA.2012.50,,ieeeexplore; scopus
2012,Evolving robust networks for systems-of-systems,"Software systems that rely on ad-hoc networks are becoming increasingly complex and increasingly prevalent. Some of these systems provide vital functionality to military operations, emergency services and disaster relief; such systems may have significant impact on the safety of people involved in those operations. It is therefore important that those networks support critical software requirements, including those for latency of packet transfer. If a network ceases to meet the software's requirements (e.g. due to a link failure) then engineers must be able to understand it well enough to reconfigure the network and restore it to a requirement-satisfying state. Given a complex network, it is difficult for a human to do this under time pressure. In this paper we present a search-based tool which takes a network defined using the Network Description Language (NDL), annotated with a set of network-hosted applications and a set of latency requirements between each. We then evolve variants of the network configuration which meet the requirements and are robust to single link failures. We use network calculus tools to get a fast, conservative evaluation of whether a given network meets its requirements. We demonstrate that this approach is viable, designs networks much faster than a human engineer could, and is superior to a random generate-and-test approach. © 2012 Springer-Verlag.",10.1007/978-3-642-33119-0_4,,scopus; springerlink
2021,Task capability dependency analysis of weapon system of systems based on FDN; [基于FDN的装备体系任务能力依赖性分析],"In order to deeply analyze the influence of the performance degradation of each equipment system in system of systems on interdependency among them and accurately grasp the evolution law of the current efficiency of each equipment system under the dual influence of its own performance degradation and interdependence. The traditional functional dependency network analysis (FDNA) method is improved and the self-effectiveness degradation coefficient is introduced to give a dynamic FDNA algorithm considering time factor. And the performance degradation model of the equipment system in system of systems is constructed based on the Markov process to provide the corresponding basis for the calculation of self-effectiveness degradation coefficient. Then, a task capability dependency analysis method of weapon system of systems based on the functional dependency network is proposed, and the feasibility of the method is verified by a case. © 2021, Editorial Office of Systems Engineering and Electronics. All right reserved.",10.12305/j.issn.1001-506X.2021.06.33,,scopus
2021,Challenges in providing sustainable analytic of system of systems with long life time,"Embedded systems are today often self-sufficient systems with limited communication. However, this traditional view of an embedded system is changing rapidly. Embedded systems are nowadays evolving, e.g., an evolution pushed by the increased functional gain introduced with the concept of System of Systems (SoS) that is connecting multiple subsystems to achieve a combined functionality and/or information of a higher value. In such a SoS the subsystems will have to serve a dual purpose in a) the initial purpose that the subsystem was originally designed and deployed for, e.g., control and protection of the physical assets of a critical infrastructure system that could be up and running for 30-40 years, and b) at the same time provide information to a higher-level system for a potential future increase of system functionality as technology matures and/or new opportunities are provided by, e.g., greater analytics capabilities. In this paper, within the context of a “dual purpose use” of a) and b), we bring up three central challenges related to i) information gathering, ii) life-cycle management, and iii) data governance, and we propose directions for solutions to these challenges that need to be evaluated already at design time.",10.1109/SOSE52739.2021.9497465,,ieeeexplore; scopus; webofscience
2021,Heterogeneous Cyber Physical Systems of Systems,"Cyber-physical systems are the natural extension of the so-called “Internet of Things”. They are “systems of collaborating computational elements controlling physical entities.” Cyber Physical Systems of Systems (CPSoS) are considered “The Next Computing Revolution” after Mainframe computing (60‘s-70‘s), Desktop computing & Internet (80‘s-90‘s) and Ubiquitous computing (00‘s); because all aspects of daily life are rapidly evolving towards humans interacting among themselves as well as their environment via computational devices (often mobile), and because in most cases systems will employ their computational capabilities to interact among themselves. CPSoS enable the physical world to merge with the cyber one. Using sensors, the embedded systems monitor and collect data from physical processes, such as the steering of a vehicle, energy consumption, or human health functions. The systems are networked making the data globally available. CPSoS make it possible for software applications to directly interact with events in the physical world, for example to measure and react to changes in blood pressure or peaks in energy consumption. Embedded hardware and software systems crucially expand the functionality and competitiveness of vehicles, aircraft, medical equipment, production plants and household appliances. Connecting these systems to a virtual environment of globally networked services and information systems opens completely new areas of innovation and novel business platforms. Future CPSoS will have many sophisticated, interconnected parts that must instantaneously exchange, parse, and act on detailed data in a highly coordinated manner. Continued advances in science and engineering will be necessary to enable advances in design and development of these complex systems. Multi-scale, multi-layer, multi-domain, and multi-system integrated infrastructures will require new foundations in system science and engineering. Scientists and engineers with an understanding of otherwise physical systems will need to work in tandem with computer and information scientists to achieve effective, workable designs. In this tutorial, basic and advanced issues on the design of the future heterogeneous CPSoS are presented including relevant Blockchain technologies, reconfigurable systems, advanced sensor interfaces and human-centered design processes. Certain advanced tools for the design and implementation of the cyber parts of the CPSoS (i.e. FPGA design tools from Xilinx) are also covered. © 2021 by The Institute of Electrical and Electronics Engineers - Circuits and Systems Society (IEEE-CASS).",,,scopus
2021,Building Systems of Systems with Escher,"This paper presents Escher, an approach to build and deploy multi-tiered cloud-based applications, and outlines the framework that supports it. Escher is designed to allow systems of systems to be derived methodically and to evolve over time, in a modular way. To this end, Escher includes (i) a novel authenticated message bus that hides from one another the low-level implementation details of different tiers of a distributed system; and (ii) general purpose wrappers that take an implementation of an application and deploy, for example, a sharded or replicated version of an application automatically. © 2021, Springer Nature Switzerland AG.",10.1007/978-3-030-91081-5_3,,scopus; springerlink
2021,Transdisciplinary Approach in Studying Organisational Transformations: A case study in Evolution of Military Enterprises,"Digital transformation has a notorious record of failures. Maybe the enterprise architects do not have a holistic model to study and model the organisational transformation. An enterprise consists of several structural components, which vary from culture to technology layers defined in the Enterprise Architecture. Usually, the transformation of an enterprise involves most of the interrelated layers in connection to the environment around the organisation. Seemingly, no single science provides frameworks to study the transformation of a whole system of systems (including the layers of enterprise strategy, culture, business, information, and technology). Therefore, the paper proposes a transdisciplinary approach combined with spiral research design as a framework for the business sciences and enterprise architecture. The proposed framework connects different sciences of sociology, business, strategy, history, information, and technology to understand the evolutionary particularities of each layer of enterprise in transformation. The transdisciplinary approach supports the modelling of the entire enterprise in all of its complexities and over a longer time. In contrast, the current monodisciplinary focuses only on parts of an enterprise at a particular window of time. By definition, transdisciplinary research fuses findings across the disciplines, between the disciplines and beyond the disciplines. Furthermore, the framework supports spiralling between scientific methods and non-scientific practices. The case study utilised a spiralling research process that provided a tighter feedback loop from application in practice to model development in theory. The transdisciplinary spiralling approach provided an iterative approach to verify the outcome, reduce the complexity, and address the practitioner’s reality. Hopefully, the research approach used in the case study and the tool created will improve enterprise architecture practice to ensure a successful digital transformation of military organisations. © The authors, 2021. All Rights Reserved.",,,scopus
2011,Systems of systems engineering: Prospects and challenges for the emerging field,"System of systems engineering (SoSE) is a field that remains in the embryonic stages of development. The work presented in this volume provides a methodological approach, grounded in foundations of systems theory, to perform SoSE. However, further development of the field must be predicated on understanding critical distinctions emerging and bring focus to the challenges and prospects for further development. The purpose of this paper is to develop a perspective of the state of the SoSE field and identify challenges for future evolution. To achieve this purpose, the paper is organised to explore four primary areas. First, the literature is reviewed to provide an account of the current state of the field. Second, an organising framework is presented to structure understanding of field development. Third, a set of challenges to forward movement of the field is offered. Fourth, the paper concludes with reflections on the SoSE methodology presented in this volume and implications for further development of the SoSE field. © 2011 Inderscience Enterprises Ltd.",10.1504/IJSSE.2011.040556,https://www.inderscienceonline.com/doi/abs/10.1504/IJSSE.2011.040556,scopus; googlescholar
2020,Guide to implementing devsecops for a system of systems in highly regulated environments,"DevSecOps DSO is an approach that integrates development Dev, security Sec, and deliveryoperations Ops of software systems to reduce the time from need to capability and provide continuous integration and continuous delivery CICD with high software quality. The rapid acceptance and demonstrated effectiveness of DSO in software system development have led to proposals for its adoption in more complex projects. This document provides guidance to projects interested in implementing DSO in defense or other highly regulated environments, including those involving systems of systems. The report provides rationale for adopting DSO and the dimensions of change required for that adoption. It introduces DSO, its principles, operations, and expected benefits. It describes objectives and activities needed to implement the DSO ecosystem, including preparation, establishment, and management. Preparation is necessary to create achievable goals and expectations and to establish feasible increments for building the ecosystem. Establishing the ecosystem includes evolving the culture, automation, processes, and system architecture from their initial state toward an initial capability. Managing the ecosystem includes measuring and monitoring both the health of the ecosystem and the performance of the organization. Additional information on the conceptual foundations of the DSO approach is also provided.",,https://apps.dtic.mil/sti/citations/AD1121856,googlescholar
2020,Extending the scope of configuration management for the development and life cycle support of systems of systems—an ontology‐driven framework applied to the …,"… Increasingly complex systems of systems (SoS) have to be developed in ever shorter times‐… , customer expectations and market conditions will evolve. Systems engineering (SE)/model‐…",10.1002/sys.21532,https://incose.onlinelibrary.wiley.com/doi/abs/10.1002/sys.21532,googlescholar
2002,Architecture support for system-of-systems evolution,"Support is required to cope with the increasing demands and challenges of system evolution in large organizations. The support needs to come from not only new technology platforms or design solutions but also capabilities to deal with systems knowledge in all aspects of existing systems’ architectures. This paper introduces a key concept, architecture evolution environment, as a basis to develop architecture capabilities enabling the evolution of system-of- systems (SOS). This environment maintains the architecture information of individual systems, and supports the integration and evolution of systems in the context of system-of-systems. In particular, architecture interfaces are introduced to effectively facilitate system composition. © Springer-Verlag Berlin Heidelberg 2002.",10.1007/3-540-45785-2_26,,scopus; springerlink; webofscience
2001,Facilitating System-of-Systems Evolution with Architecture Support,"The evolution of system-of-systems (SOS) is an emerging challenge and requires systematic architecture capabilities and support. This paper discusses the features of SOS evolution and introduces a key concept, Architecture Evolution Environment, to facilitate the evolution. We argue that an architecture solution for specific evolution requirements can be reached only when its evolution environment is addressed.",10.1145/602461.602489,https://dl.acm.org/doi/abs/10.1145/602461.602489,acm; googlescholar; scopus
2016,Software architecture challenges and emerging research in software-intensive systems-of-systems,"Software-intensive systems are often independently developed, operated, managed, and evolved. Progressively, communication networks enabled these independent systems to interact, yielding a new kind of complex system, i.e. a system that is itself composed of systems, the so-called System-of-Systems (SoS). By its very nature, SoS is evolutionarily developed and exhibits emergent behavior. Actually, software architecture research has mainly focused on single systems, mostly large or very large distributed systems whose software architecture is described as design-time configurations of components linked together through connectors. However, it is well known that the restricted characteristics of single (even very large distributed) systems lead to architectural solutions (in terms of theories, languages, tools, and methods) that do not scale up to the case of systems-of-systems. Indeed, novel architectural solutions are needed to handle the complexity of software-intensive systems-of-systems in particular regarding the software architecture challenges implied by evolutionary development and emergent behavior. This paper presents the challenges facing software architecture research to address software-intensive systems-of-systems. It analyzes the discriminating characteristics of system-of-systems when compared with single systems from the software architecture perspective and focuses on recent advances in software architecture research to formally describe the architecture of software-intensive systems-of-systems. © Springer International Publishing AG 2016.",10.1007/978-3-319-48992-6_1,https://link.springer.com/chapter/10.1007/978-3-319-48992-6_1,scopus; springerlink; webofscience; googlescholar
2019,Architecting systems-of-systems and their constituents: A case study applying Industry 4.0 in the construction domain,"Abstract The development of system-of-systems (SoS) requires a continuous interplay between design decisions on the SoS level and those on the level of its constituent systems (CS), which often preexist and need to be adapted as the SoS evolves. This involves not only preparing the CS to participate in a particular SoS, but also designing the CS architecture to make it easily adaptable to a future SoS context. The problem is in part addressed in an emerging SoS framework in the manufacturing domain called Industry 4.0. It focuses on connected and digitalized production with the ambition of increasing flexibility and efficiency. This paper investigates how Industry 4.0 standards can be used in an SoS context to make CS more flexible and adaptive, and evaluates their usefulness outside manufacturing. The study is based on a case from the construction domain, for which a generic SoS architecture is developed. Several extensions and adaptations of Industry 4.0 are suggested, including specifications of ontologies for missions and workflows.",10.1002/sys.21516,,wiley
2020,Towards a Unified Approach to System-of-Systems Risk Analysis Based on Systems Theory,"Abstract In systems-of-systems (SoS), trustworthiness is a key concern, which includes operational risks such as safety, security, and privacy. These are particularly challenging to achieve in an SoS, due to the shared responsibility among independent constituent systems. This paper investigates a unified approach based on systems thinking for analyzing risks in SoS. Having a common framework is important, since many risk areas are related and affect each other. The paper also discusses how traditional static risk analysis can be complemented by dynamic techniques that collect data over time to fuel SoS evolution with respect to risk reduction.",10.1002/j.2334-5837.2020.00816.x,,wiley
2020,Automated reasoning framework for traceability management of system of systems,"An important aspect in system of systems (SoS) is the realization of the capabilities in different systems that work together. Identifying and locating these capabilities are important to orchestrate the overall activities and hereby to achieve the overall goal of the SoS. System elements and capabilities in SoS however, are rarely stable and need to evolve in different ways and different times in accordance with the changing requirements. To manage the SoS and cope with its evolution it is necessary that the dependency links to the capabilities and the system elements can be easily traced. Several approaches have been proposed to model traceability and reason about these by extending a predetermined set of possible trace links with fixed semantics. However, for the context of SoS a fixed traceability model with fixed traceability semantics is limited to consider the various different and changing scenarios. In this article, we first present the different traceability requirements for managing traceability in the context of SoS. Subsequently, we present the metamodel and the corresponding domain specific language to support modeling traceability and traceability analysis approaches within the evolving SoS context. Further, we provide the tool support for automated reasoning of traceability of SoS capabilities and system elements. We illustrate and discuss the approach for the application to a smart city SoS.",10.1016/j.scico.2020.102416,,sciencedirect; scopus; webofscience
2020,Extended Enterprise Collaboration for System-of-Systems Requirements Engineering: Challenges in the Era of COVID-19,"Given the complexity and evolutionary nature of a System-of-Systems (SoS) entailing frequently changing goals and requirements, Extended Enterprise Collaboration (EEC) is needed. The idea behind EEC consists in teaming up with other stakeholders in partnerships in order to manage the skills, risks and investments required to rush the product to market. However, collaboration is far from being trivial, as it is constrained by several challenges such as heterogeneity of stakeholders and their ways of working - let alone global crisis like COVID-19. Thus, an overview of these challenges from both academic and industrial perspectives would be beneficial. With this in mind, based on a survey, this paper provides a comprehensive overview that goes beyond the challenges, to consider the benefits of, methods for, barriers and bridges to efficient collaboration. The survey was conducted among research-active academics in the field of SoS engineering, and companies in the US and European aerospace and defense industries. On the one hand, the results show that in response to COVID-19, work agreements (clear policies, commonly used processes and procedures, tools interoperability, clarity around roles and responsibilities of each collaborating firm, and proper change communication) are required in order to reduce uncertainty. On the other hand, it was revealed that “human bridges” are the backbone of EEC. It is, indeed, human factors that either impede or promote efficient collaboration. An important finding that comes in agreement with recent calls for shifting the focus from “technology-centered” to “human-centered” SoS engineering. © 2020, IFIP International Federation for Information Processing.",10.1007/978-3-030-63479-7_26,,scopus; springerlink
2019,Towards intelligent architecting of aerospace system-of-systems,"System-of-Systems (SoS) are composed of large scale independent and complex heterogeneous systems which collaborate to create capabilities not achievable by a single system, for example air transportation system, satellite constellations, and space exploration architectures. Much of the research effort in the field of SoS has focused on the analysis of these complex entities, while there are still major gaps in developing tools for automated synthesis and engineering of SoS that consider all the various aspects in this problem domain. The gap we address in this paper is a mapping of clusters of SoS architecture alternatives, segmented by performance along multiple metrics, to architectural features. Building upon our previous research where we used a SoS Analytic Work Bench in combination with Model-Based Systems Engineering artifacts to perform analysis of aerospace systems, we propose to build a process for intelligent architecting of aerospace SoS. This process discovers and employs pertinent features in a complex design space to effectively meet the user needs, elevating SoS engineering from retrospective architectural analysis to automated synthesis of new architectures. As a first step towards intelligent architecture of aerospace SoS, we propose to utilize Machine Learning techniques to automate the synthesis phase of SoS. Our hypothesis is that a set of holistic metrics of aerospace architectures (cost, performance, robustness, operational risk, average delay, etc.) can be used to characterize a measure of goodness of architectures, with good architectures on a Pareto front of the multi-dimensional space of holistic metrics of interest. Each architecture or cluster may be then mapped to a set of architectural features, with the goal of identifying which features belong to good architectures. Specifically, we propose to utilize non-parametric regression on a set of training architectures (for example, Neural Networks can deal with mixed real and integer variables) to associate each one with a pattern of features. This mapping will allow the automated process to predict what metrics will be expected from SoS architectures with specific features, and therefore to automatically synthesize architectures that exhibit desired characteristics of goodness. For example, for constellations of satellites, a group of good architecture might have medium cost, high resilience, medium robustness, and low risk, and the architectural features to be mapped to each group can include number of satellites, number of components, type of orbit, type of power system, etc. Since the environment constantly evolves, architectures must adapt, and stochastic optimization can be used to switch between architectures with minimal effort. In this work we illustrate the new version of our aerospace SoS analysis and synthesis framework, which includes Machine Learning techniques to support synthesis of SoS architectures. We demonstrate the application of this process on satellite constellations and discuss challenges of this approach and future steps.",,https://ieeexplore.ieee.org/abstract/document/8742173/,googlescholar
2019,Software mediators as first-class entities of systems-of-systems software architectures,"Context: In contrast to traditional software systems that are mostly created from scratch, current software systems are engineered as a junction of systems already in operation. Examples can be found in domains, such as smart cities, crisis and emergency, IoT, big data, industry 4.0, and connected health systems. Most of them can be considered systems-of-systems (SoS), since they refer to alliances of operational and managerial independent software-intensive systems, which are sometimes distributed over different environments. Therefore, SoS software architectures must be dynamic, evolve over time, and support the execution of emergent behaviors to accomplish SoS missions. They must be also designed to enable the connection of heterogeneous systems, making possible their interoperation, communication, coordination, cooperation, and collaboration, most of the times, in a seamless way. Similar challenges have been addressed by using software mediators as architectural entities. However, the application of mediators in SoS has not been properly explored. Goal: This article introduces MediArch, a layered architecture that considers mediators as first-class software entities to be used in the construction of SoS architectures. Our objective is to present evidence about how MediArch’s can support the construction of SoS architectures. Methods: The following four steps were conducted to define MediArch: (1) identification of mediation requirements to allow SoS properties; (2) establishment and categorization of twelve types of mediators, for enabling capabilities of communication and control of constituent systems interactions and conversion of heterogeneous messages exchanged through a mediation infrastructure; (3) specification of duties, behaviors, assumptions, and guarantees of mediators; and (4) organization of MediArch in three layers, namely, the constituents & consumer systems layer; the communication, conversion, & coordination layer; and the control layer. This architecture was used as the backbone for the software architectures of two SoS in different domains, namely, flood monitoring system-of-systems (FMSoS), and health-care supportive home system-of-systems (HSH-SoS), for providing evidence on how MediArch supports the architecting process of SoS. Results: MediArch (1) supports the integration of independent constituent systems, (2) provides strategies to manage emergent behaviors, (3) defines different schemes of control authorities, (4) offers elements to support SoS evolution, and (5) promotes the resilience and adaptability of SoS architectures. Conclusions: Although MediArch contributes to the establishment of SoS architectures, some challenges related to performance, resource consumption, security, safety, and non-disruptive reconfigurations must still be overcome. © 2019, The Author(s).",10.1186/s13173-019-0089-3,https://link.springer.com/article/10.1186/s13173-019-0089-3,scopus; springerlink; googlescholar
2019,Risk-informed decision-making in asset management as a complex adaptive system of systems,"Decision-making is an essential activity in asset management (AM). It is influenced by various factors (strategic, technical/technological, economic, organisational, regulatory, safety, markets, etc.). Sound decision-making in AM ought to take into account relevant factors in order to balance risks, opportunities, performance, costs and benefits. Additionally, modern organisations evolve in complex operational and business environments and are exposed to significant uncertainties. In such a context, decision-making in AM becomes more challenging. This study proposes a holistic three-step risk-informed decision-making (RIDM) methodology developed for AM, where RIDM is considered a complex adaptive system of systems. The methodology is applied in a case study to analyse possible modification strategies for a nuclear power plant's emergency core cooling system. Through the RIDM process, quantitative models and other factors have been taken into account in order to obtain the necessary comprehensive insights regarding the decision to be made.",10.1504/IJSEAM.2019.108468,https://www.inderscienceonline.com/doi/abs/10.1504/IJSEAM.2019.108468,googlescholar
2019,Governing Regression Testing in Systems of Systems,"Great advances in network technology and software engineering have triggered the development and spread of Systems of Systems (SoSs). The dynamic and evolvable nature of SoSs poses important challenges on the validation of such systems and in particular on their regression testing, aiming at assessing that run-time changes and evolutions do not introduce regression in SoS behavior. This paper outlines issues and challenges of regression testing of SoSs, identifying the main kinds of evolution that can impact on their regression testing activity. Furthermore, it presents a conceptual framework for governing the regression testing of SoSs. The proposed framework leverages the concept of an orchestration graph that describes the flow of test cases and sketches a solution for deriving a regression test plan according to test cases dependencies.",10.1109/ISSREW.2019.00064,,ieeeexplore; scopus; webofscience
2005,Understanding transportation as system-of-systems design problem,"The purposes of this paper are to introduce an emerging class of problems called system-of-systems, present the primary traits of the class, and then described the relevant implications for the aerospace design community. Two primary traits, evolutionary and emergent behavior, are highlighted since they call attention to a network-of-systems, dynamic-behavior focus as opposed to an individual system, static-behavior focus. Further, methodological needs for investigation of these traits lie outside present capability in the community. To explore these implications in depth, the casting of future transportation concepts as a system-of-systems is described. A recently developed ""proto-method"" for this class of problems is presented and explored in the context of the transportation domain, including promising approaches for building effective modeling and simulation. The casting of civil transportation as a system-of-systems problem is important as much of the literature on system-of-systems (limited as it is) resides primarily in the defense systems domain.",,,scopus
