year,title,abstract,doi,url,source
2018,Modeling and Robust Optimization for System of Systems Problems under Uncertainty,"The paper proposes a novel idea for how to model and optimize uncertain problems of system of systems (SoS). Firstly, the background and necessity on researching SoS and its robust optimization under uncertainty are introduced. Secondly, preparatory models are constructed to model the aggregations and cooperation among SoS and are regarded as the main body of further studies. Subsequently, a scenario-based model to formulate uncertainties and a Markov-based model to simulate uncertainty evolutions of SoS are introduced. Then, a novel idea for how to solving robust optimization under uncertainties in single-stage and multi-stage is proposed. The methods of the researches can be applied to solve SoS problems under uncertainty in real world, such as transportation systems planning, power grid systems operation and competition considered financial cooperation etc. © 2018 IEEE.",10.1109/CCSSE.2018.8724800,,scopus
2017,Emergence as Innovation in Systems of Systems - a Three Systems Model,"While emergence tends to be discussed as an outcome of a system of systems (SoS), it should be viewed as a process. Emergence is often the result of innovation within an SoS. We contend that, because of the complex adaptive nature of SoS, the assessment of the potential for innovation to create positive change is necessary for effective evolutionary planning. Innovation potential represents the convergence of three systems: the system of interest, the innovation system, and the context where these interact and come together. The three-system model is a useful perspective to assess the potential impact of innovation on the evolution of an SoS, and to describe the context of SoS emergence as enabled or constrained by its innovation system. We describe a set of methods and tools adapted from both SoS engineering and human-centered design which can be used for strategic design and planning of SoS evolution. The methods and tools are discussed with respect to the potential emergence of Internet of Things (IoT) technologies into the context of urban transportation systems, a complex adaptive SoS.",,,webofscience
2016,The SosADL Studio: An Architecture Development Environment for Software-Intensive Systems-of-Systems,"Conceiving Architecture Description Languages (ADLs) and accompanying Architecture Development Environments (ADEs) has been the subject of intensive research in the last two decades. This paper presents the SosADL Studio, an SoS ADE for accompanying SosADL in the formal development of evolutionary architectures of Systems-of-Systems (SoSs). SosADL Studio provides a model-driven ADE where SoS architecture descriptions in SosADL are edited, parsed, type checked, and transformed to different analysis languages for concurrent constraint solving, model checking, simulation, as well as statistical model checking.",10.1145/3175731.3176180,,acm; scopus; webofscience
2016,Synergies of System-of-Systems and Microservices Architectures,"Systems-of-Systems (SoS) are being widely embraced by both practitioners and researchers. They share properties such as distribution, evolutionary development (i.e., openness), operational and managerial independence, and emergent behavior. Those properties imply that any element (system) in an SoS is able to operate independently. Similarly, microservices are suggested as a system architecture with a strong emphasis on independence, as containers provide the required degree of isolation, and their infrastructure automation frameworks provide the means to deploy them as needed. In a microservices architecture, even data is independently managed; every service maintains its own datastore, and transaction-less interaction is emphasized. Our hypothesis in this work is that while the two approaches have been treated separately in the literature so far, they share many common characteristics, and it would be fruitful to investigate their synergies. In this paper, we analyze to what extent microservices architectures can be understood as a kind of system-of-systems, explaining some of the success of the microservices approach a consequence of their SoS properties. In addition, the best practices proposed for microservices can enable a conscious, controlled, and manageable introduction of SoS concepts into system architectures, if they are needed.",10.1145/3175731.3176176,https://dl.acm.org/doi/abs/10.1145/3175731.3176176,acm; scopus; webofscience; googlescholar
2016,An implementer's view of the evolutionary systems engineering for autonomous unmanned systems,"This paper presents the application of an Evolutionary Systems Engineering Model for Unmanned systems. It is a novel approach for research, development, test, and evaluation of unmanned systems. The Evolutionary Systems Engineering Model for Unmanned System is based on the System of Systems (SoS) Systems Engineering (SE) Wave Model [2] adopted by the DoD as best practices for Systems of Systems System Engineering [3], [5]. The SoS Wave Model was adopted by SPAWAR Systems Center (SSC) Pacific's Unmanned Systems Group to enable the agile and rapid evolution of autonomous unmanned systems. It provides the backplane for the Unmanned Systems Integration, Test, and Experimentation (UxSITE) capability at SSC Pacific. It establishes a systematic process for technology insertion and overarching strategies for managing risk and ensuring key capability objectives are met as the system evolves. Implemented as a continuous improvement process, the Evolutionary System Engineering approach provides flexibility and adaptability to address the inevitable changes in both the technical landscape and the larger operational environment. This paper provides a description of the Evolutionary Systems Engineering Model, its drivers, and how implementation of the SoS Wave Model addresses them.",10.1109/SYSCON.2016.7490597,https://ieeexplore.ieee.org/abstract/document/7490597/,ieeeexplore; scopus; webofscience; googlescholar
2016,Risk Assessment of Infrastructure System of Systems with Precursor Analysis,"Physical infrastructure systems are commonly composed of interconnected and interdependent subsystems, which in their essence constitute system of systems (S-o-S). System owners and policy researchers need tools to foresee potential emergent forced changes and to understand their impact so that effective risk management strategies can be developed. We develop a systemic framework for precursor analysis to support the design of an effective and efficient precursor monitoring and decision support system with the ability to (i) identify and prioritize indicators of evolving risks of system failure; and (ii) evaluate uncertainties in precursor analysis to support informed and rational decision making. This integrated precursor analysis framework is comprised of three processes: precursor identification, prioritization, and evaluation. We use an example of a highway bridge S-o-S to demonstrate the theories and methodologies of the framework. Bridge maintenance processes involve many interconnected and interdependent functional subsystems and decision-making entities and bridge failure can have broad social and economic consequences. The precursor analysis framework, which constitutes an essential part of risk analysis, examines the impact of various bridge inspection and maintenance scenarios. It enables policy researchers and analysts who are seeking a risk perspective on bridge infrastructure in a policy setting to develop more risk informed policies and create guidelines to efficiently allocate limited risk management resources and mitigate severe consequences resulting from bridge failures. © 2016 Society for Risk Analysis",10.1111/risa.12559,,scopus; wiley; webofscience
2015,Multi-stakeholder Dynamic Planning of System of Systems Development and Evolution,"This paper focuses on the master development planning problem in the context of SoS acquisition with resource constraints, uncertainty, and conflicting stakeholder interests. Because most of the master plans are developed by an authority with significant control, which might not be true in a SoS environment. Different stakeholders might have conflicting master plans that require communication, negotiation and coordination. We propose a decentralized multi-stakeholder decision making framework where local stakeholders conduct acquisition development planning for individual benefits while the SoS-level stakeholder designs a coordination mechanism to facilitate the communication between stakeholders and further achieve a harmonious outcome. Specifically, we employ approximate dynamic programming and a transfer contract coordination mechanism to address the problem. We demonstrate the applicability of the proposed approach through a simple illustrative example.",10.1016/j.procs.2015.03.063,https://www.sciencedirect.com/science/article/pii/S1877050915002999,sciencedirect; scopus; webofscience; googlescholar
2016,Event Capture and Compare for Runtime Monitoring of Systems of Systems,"Today's complex software systems are highly variable systems of systems (SoS) that evolve continuously to meet new customer requirements or to address technological changes. Despite thorough testing of the different parts of an SoS, the full behavior often emerges during operation only. The systems and their interactions thus need to be continuously monitored and checked during operation to determine compliance with their requirements. In particular, after changes to one system, it is necessary to check whether the overall SoS still behaves correctly and as intended. Based on an existing monitoring framework we are developing support for capturing and comparing event traces in SoS. Our approach facilitates, and partly automates, identifying differences in event traces, which often indicate undesirable behavior introduced during evolution. In this position paper we motivate capture-and-compare support in SoS using an industrial example and present early research results including a prototype.",10.1145/2897045.2897046,,acm; ieeeexplore; scopus; webofscience
2015,A knowledge-in-the-loop approach to integrated safety&security for cooperative system-of-systems,"A system-of-systems (SoS) is inherently open in configuration and evolutionary in lifecycle. For the next generation of cooperative cyber-physical system-of-systems, safety and security constitute two key issues of public concern that affect the deployment and acceptance. In engineering, the openness and evolutionary nature also entail radical paradigm shifts. This paper presents one novel approach to the development of qualified cyber-physical system-of-systems, with Cooperative Intelligent Transport Systems (C-ITS) as one target. The approach, referred to as knowledge-in-the-loop, aims to allow a synergy of well-managed lifecycles, formal quality assurance, and smart system features. One research goal is to enable an evolutionary development with continuous and traceable flows of system rationale from design-time to post-deployment time and back, supporting automated knowledge inference and enrichment. Another research goal is to develop a formal approach to risk-aware dynamic treatment of safety and security as a whole in the context of system-of-systems. Key base technologies include: (1) EAST-ADL for the consolidation of system-wide concerns and for the creation of an ontology for advanced run-time decisions, (2) Learning Based-Testing for run-time and post-deployment model inference, safety monitoring and testing, (3) Provable Isolation for run-time attack detection and enforcement of security in real-time operating systems.",10.1109/IntelCIS.2015.7397237,https://ieeexplore.ieee.org/abstract/document/7397237/,ieeeexplore; webofscience; googlescholar
2015,A system of systems representation of solving a complex problem: The establishment of a maritime safety radar,"This is a case study of inserting technology into an extant system of systems (SoS) as a solution to an operational problem - The installation of a maritime surveillance radar which is remotely monitored and remotely operated. This paper highlights the hallmark complex interdependencies of various aspects of a SoS. In particular, it illustrates the necessity of changing system boundaries as the SoS evolves and the importance of continuous senior stakeholders' buy-in, while the leading role shifts between organisations. The case study has been framed using current SoS theoretical constructs and discusses practicalities when they were put into action. Finally, based on the lessons learnt, a few heuristics are proposed for technology insertion in a SoS. Copyright © 2015 Inderscience Enterprises Ltd.",10.1504/IJSSE.2015.071459,,scopus
2013,Systems of Systems Engineering: A research imperative,"Systems of Systems Engineering constitutes a major challenge for the 21st Century and research into this topic has become an imperative. The Support Action, T-AREA-SoS has been initiated by the European Commission to develop a research agenda in Systems of Systems (SoS) that will inform future investment in this area. Through an extensive consultation and review, a number of SoS capability gaps have been identified. Through structuring and subsequent consultation, these have been developed into twelve research themes the detailed areas of which are mapped to the three SoS characteristics of control, evolution, and emergent behaviour. A framework is presented through which researchers can develop a research campaign in SoS.",10.1109/ICSSE.2013.6614697,https://ieeexplore.ieee.org/abstract/document/6614697/,ieeeexplore; scopus; webofscience; googlescholar
2014,Correct by prognosis: Methodology for a contract-based refinement of evolution models,"The scope of this paper is collaborative, distributed safety critical systems which build up a larger scale system of systems (SoS). Systems in this context are independently designed and can operate autonomously following both global SoS goals and individual goals. A major aspect of SoSs is the evolution over time, i.e. the change of its architecture as a result of changes in the context of the SoS or the changes of individual or global goals. The aim of this paper is to define a modeling concept for evolution specifying all possible changes of the SoS over time. This evolution model is used to generate and analyze future architectures enabling the prediction of future violations of static specifications. We derive so called dynamicity contracts and restrict the evolution model in such a manner, that false architectures are not reached.",,,scopus
2013,On Self-Adaptation in Systems-of-Systems,"Adaptivity and systems-of-systems (SoS) have always had a close relationship, as it is one of their defining features. Moreover, there is a clear similarity between the requirements of a SoS and those of many adaptive systems, such as autonomic and self-adaptive systems. In recent years, this kind of adaptive systems has been carefully studied; however, they often operate at a very different scale, being smaller than a typical SoS. The common nexus between both perspectives seem to be situated at the architectural level: the same adaptive techniques are recursively applied in different strata in a hierarchical composite. Therefore, the principles embodied in adaptive architectures seem to provide a good basis for the definition and description of SoS. This paper relates those principles to the corresponding structures in software evolution, and suggests to coordinate both through a pace layering strategy.",10.1145/2489850.2489856,https://dl.acm.org/doi/abs/10.1145/2489850.2489856,acm; scopus; googlescholar
2013,Considering alternative strategies for value sustainment in systems-of-systems,"Systems of Systems (SoSs) operating in an uncertain world must overcome a variety of challenges in order to sustain value delivery over time. This paper describes strategies for value sustainment, using an application of the “wave model” to represent time-varying SoS Engineering (SoSE) activities and opportunities for SoS-change. A Maritime Security (MarSec) SoS case study is described, and simulation-based Era Analysis is used to evaluate SoS alternatives through different operational environments for an assumed 8-year time frame. Eight SoS designs are evaluated and compared across four strategies in terms of accumulated utility, discounted cost, and total down time. The four value sustainment strategies are: (1) self-recovery, the SoS is not changed (i.e., relating to survivability/robustness); (2) changes in the design of the SoS are allowed (i.e., relating to changeability); (3) changes in the architecture of the SoS are allowed (i.e., relating to evolvability) once, or (4) three times in the eight years. The results provide an example of how quantitative approaches can be used to gain insights into tradeoffs in how SoS architects can create value-sustainable SoSs for the long run.",10.1109/SysCon.2013.6549963,https://ieeexplore.ieee.org/abstract/document/6549963/,ieeeexplore; scopus; webofscience; googlescholar
2009,Exploring the synergy between Industrial Ecology and System of Systems to understand complexity: a case study in air transportation,"Two objectives are pursued in this article. First, from a methodological perspective, we explore the relationships among the constructs of complex adaptive systems, systems of systems, and industrial ecology. Through examination of central traits of each, we find that industrial ecology and system of systems present complementary frameworks for posing systemic problems in the context of sociotechnical applications. Furthermore, we contend that complexity science (the basis for the study of complex adaptive systems) provides a natural and necessary foundation and set of tools to analyze mechanisms such as evolution, emergence, and regulation in these applications. The second objective of the article is to illustrate the use of two tools from complexity sciences to address a network transition problem in air transportation framed from the system-of-systems viewpoint and shaped by an industrial ecology perspective. A stochastic simulation consisting of network theory analysis combined with agent-based modeling to study the evolution of an air transport network is presented. Patterns in agent behavior that lead to preferred outcomes across two scenarios are observed, and the implications of these results for decision makers are described. Furthermore, we highlight the necessity for future efforts to combine the merits of both system of systems and industrial ecology in tackling the issues of complexity in such large-scale, sociotechnical problems.",10.1111/j.1530-9290.2009.00121.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-9290.2009.00121.x,googlescholar
2012,Integrating systems engineering and test &evaluation in system of systems development,This paper presents an approach to integrated systems engineering (SE) and test and evaluation (T&E) for SoS based on work underway by the National Defense Industry Association Systems Engineering Division Systems of Systems and Developmental Test and Evaluation Committees [1]. The paper focuses on how to approach T&E for SoS given the challenges of large scale SoS development as a continuous improvement process that provides information on capabilities and limitations for end users and feedback to the SoS and system SE teams toward SoS evolution.,,https://ieeexplore.ieee.org/abstract/document/6189468/,googlescholar
2013,An Approach to Facilitate Decision Making on Architecture Evolution Strategies,"The evolution of System of Systems (SoS) architectures is a difficult process due to the complex interactions between entities that exist in an SoS. Adequate tools are thus needed in capturing these interdependencies to support informed decisions on architectural evolutions. In this paper, an approach is introduced to facilitate decision making on architecture evolution strategies. The main purpose of evolving architecture is to satisfy advanced capability and performance objectives through adding new systems, replacing existing systems, changing links, etc. The paper employs Colored Petri Nets (CPN), a powerful discrete event dynamic simulation tool, to model, simulate and evaluate the existing and evolving architectures. However, it is unrealistic to improve performance without considering the cost of architecture evolutions. This paper regards complexity as an indicator of the architecture evolving cost. Compared to other complexity metrics, dynamic complexity is included in the complexity metric in this paper. Eventually, an appropriate evolution choice could be achieved by examining the tradeoff space between complexity and performance. This approach is illustrated with a conceptual SoS problem.",10.1016/j.procs.2013.01.029,,sciencedirect; scopus; webofscience
2013,2.1.1 Steampunk System of Systems Engineering: A case study of successful System of Systems engineering in 19th century Britain,"ABSTRACT This article presents a case study of the Great British railway as it developed from over 300 individual railways, through a complex system of systems (SoS) to its eventual integration into a single railway. This evolution took place from the 1830s to the early 1950s. The case study focusses on the critical period from 1840 to 1860 when the railways collaborated to form a system of systems. The article evaluates the effectiveness of three current SoS frameworks at identifying the factors that enabled the SoS to operate. Much like the artistic and literary genre of Steampunk, this case study is a mixture of familiar SoS concepts and approaches in an unfamiliar Victorian setting",10.1002/j.2334-5837.2013.tb03043.x,,wiley; wiley
2013,Emergent and Adaptive Systems of Systems,"The paper provides a first attempt to formalize Systems of Systems based on game theory and Multi-Agent Systems. We propose to use control agents to enforce joint strategies, which solve problems arising from the unconstrained interaction of autonomous agents and where Nash equilibria are sub optimal. In essence, in the resulting systems new solutions emerge, evolving in Systems of Systems that can form hierarchies. In addition, we present a learning algorithm that allows the resulting Systems of Systems to adapt to varying conditions and uncertainty -in the strategies the constituents follow and/or in their payoffs. The paper presents mechanisms to formalize Systems of Systems and their two main characteristics, namely, emergence and adaptability.",10.1109/SMC.2013.296,,ieeeexplore; scopus; webofscience
2012,Why optimisation of a system of systems is both unattainable and unnecessary,"The operational and managerial independence, geographic distribution, emergent behaviour, and evolutionary development that characterise a system of systems (SoS) also ensure that it is impossible to truly optimise it. However, using the concept of satisficing, we can declare that a 'good enough' solution is in fact, sufficient. Why are we all right with this potentially unsettling notion in the context of a system of systems? In part, due to the principle of finite causality introduced in this paper, stating no system outcome can have infinitely bad (or good) implications; thus, the outcome of any action or series of actions is finite in nature. This realisation further bolsters the acceptability of an inherently sub-optimal SoS. This paper explores the notions of why optimisation of a SoS is both: 1) unattainable based on its inherent characteristics and associated systems principles; and 2) unnecessary in practice. Copyright © 2012 Inderscience Enterprises Ltd.",10.1504/IJSSE.2012.052691,,scopus
2012,System of Systems complexity and decision making,"Complexity in System of Systems (SoS) is a key factor in SoS decision making. This paper analyzes the main characteristics of SoS, especially its complexity in terms of monolithic emergence, component systems adaption and uncertainty in SoS evolution. It further discusses the effects of SoS complexity on SoS decision making. In light of SoS complexity, the paper figures out the major problems that need to be addressed in four areas, namely SoS adaption, abnormity analysis in SoS evolution, exploratory analysis of SoS capability and SoS simulation. In conclusion the paper proposes a preliminary SoS decision making model based on the analysis of SoS adaption.",10.1109/SYSoSE.2012.6384133,,ieeeexplore; scopus
2008,Models for risk management of systems of systems,"This paper addresses the need for developing a body of prescriptive theory and methodology for modelling Systems of Systems (SoS). This will enable analysts to appropriately model and understand the SoS evolving behaviour due to the continued forced changes imposed on them. To place this need in historical perspective, the evolution of the field of systems engineering/analysis is briefly reviewed. The complexity of SoS is characterised by the highly interconnected and interdependent physical and economic infrastructure sectors of every country in the world, which introduce significant modelling challenges for the systems analysts. Economic, physical, cyber, workforce, organisational, and international intra- and interdependencies are introduced. Particular economic interdependency models (the Inoperability Input-Output Model (IIM) and its derivatives) follow. Hierarchical Holographic Modelling (HHM) for studying the multiple dimensions of risk to SoS is introduced, followed by the Phantom System Models (PSM) for modelling emergent large-scale SoS. Copyright © 2008 Inderscience Enterprises Ltd.",10.1504/ijsse.2008.018138,https://www.inderscienceonline.com/doi/abs/10.1504/IJSSE.2008.018138,scopus; googlescholar
2021,Intelligent and Adaptive Systems of Systems for Engineering Desired Self-organization and Emergent Behavior,"The existence and rise of highly complex problems require solutions that can adapt to changing events and environments. An engineered solution must address highly complex problems through adaptive architectures and the embedding of constituent systems with the intelligence to learn self-organize, collaborate, and evolve in order to achieve desired adaptable emergent behavior. Advances in information and computational technologies enable the potential development of complex, adaptive, and intelligent capabilities needed to engineer complex adaptive system of system solutions. This paper presents concepts for an engineered solution that can address highly complex problems through self-organization and desired emergent behavior. © 2021, Springer Nature Switzerland AG.",10.1007/978-3-030-63128-4_11,,scopus; springerlink
2006,Open at the top; open at the bottom; and continually (but slowly) evolving,"Systems of systems differ from traditional systems in that they are open at the top, open at the bottom, and continually (but slowly) evolving. ""Open at the top"" means that there is no pre-defined top level application. New applications may be created at any time. ""Open at the bottom"" means that the system primitives are defined functionally rather than concretely. This allows the implementation of these primitives to be modified as technology changes. ""Continually (but slowly) evolving"" means that the system's functionality is stable enough to be useful but is understood to be subject to modification. Systems with these properties tend to be environments within which other systems operate - and hence are systems of systems. It is also important to understand the larger environment within which a system of systems exists",10.1109/SYSOSE.2006.1652271,https://ieeexplore.ieee.org/abstract/document/1652271/,ieeeexplore; scopus; webofscience; googlescholar
2020,Characterizing Systems of Systems change and failure via network-based metrics,"A System of System (SoS) is a synthesis of independent systems functioning together towards a common goal. They are characterized by their dynamic nature and evolvability during operation: Addition, removal, and modification of component systems and functions. It is, therefore, important to characterize the tolerance of such systems to changes and failures. Most change propagation and failure analysis methods require some knowledge of failure and change probabilities, failure modes, and design parameters, which is difficult to obtain or unavailable to an SoS decision-maker, as component systems are independent in their management and operation. Consequently, this paper uses highlevel SoS functional models and network-based metrics to characterize SoSs functions and assess the functional change and failure of such systems. The proposed measures are deployed on an electric vehicle to grid-related service to show how it can aid an SoS decision-maker during the system's development and operation. Copyright © Proceedings of the 22nd Inter. Dep. and Structure Modeling Conf., DSM 2020.",,,scopus
2010,Multi-disciplinary design optimization of lunar surface systems in the context of a system-of-systems,"As space exploration architectures increase in complexity and scope, component systems must meet the needs of these architectures by performing in multiple operational environments and for multiple phases of architectural evolution. The purpose of this study is to propose an approach for investigating the use of system-of-systems engineering principles and methodologies to create system design options that perform effectively at both the system and system-of-systems levels, across multiple concepts of operations, and over multiple systems architectural phases. A preliminary methodology is presented along with its application to the design of power systems for use in NASA's Constellation Program's Lunar Surface System Architecture. Also presented are the proposed setup of the application problem and a path forward for implementation of the proposed methodology. © 2010 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.",10.2514/6.2010-2185,,scopus
2008,Architecture support for runtime integration and verification of component-based Systems of Systems,"Systems-of-systems (SoS) represent a novel kind of system, for which runtime evolution is a key requirement, as components join and leave during runtime. Current component integration and verification techniques are not enough in such a dynamic environment. In this paper we present ATLAS, an architectural framework that enables the runtime integration and verification of a system, based on the built-in test paradigm. ATLAS augments components with two specific interfaces to add and remove tests, and to provide adequate testability features to run these tests. To illustrate our approach, we present a case study of a dynamic reconfiguration scenario of components, in the maritime safety and security domain, using our implementation of ATLAS for the fractal component model. We demonstrate that built-in testing can be extended beyond development-time component integration testing, to support runtime reconfiguration and verification of component-based systems.",10.1109/ASEW.2008.4686292,https://ieeexplore.ieee.org/abstract/document/4686292/,ieeeexplore; scopus; webofscience; googlescholar
2006,21 st century processes for acquiring 21 st century software-intensive systems of systems,"Our experiences in helping to define, acquire, develop, and assess 21st century software-intensive systems of systems (SISOS) have taught us that traditional 20th century acquisition and development processes do not work well on such systems. This article summarises the characteristics of such systems, and indicates the major problem areas in using traditional processes on them. We also present new processes that we and others have been developing, applying, and evolving to address 21st century SISOS. These include extensions to the risk-driven spiral model to cover broad (many systems), deep (many supplier levels), and long (many increments) acquisitions needing rapid fielding, high assurance, adaptability to high-change traffic, and complex interactions with evolving commercial off-the-shelf products, legacy systems, and external systems.",,,scopus
2015,Catalysts of Cooperation in System of Systems: The Role of Diversity and Network Structure,"Cooperation and competition are critical aspects of complex systems that intrigue researchers and practitioners alike. Recently, there has been great interest in how structure affects these cooperative behaviors and how they evolve. In this paper, we utilize the methods of evolutionary game theory on graphs to develop a model of the structured evolution of adaptive agents. Rather than simple memoryless agents, we employ adaptive agents that take on a diverse set of strategies including the cooperative catalyst tit-for-tat (TFT) and its generous and suspicious variants. We also employ all-defect, unconditional cooperation, and random strategies. Agents use these strategies during their evolution in order to maximize their own relative fitness, measured by their performance in a repeated Prisoner's Dilemma game versus their structural neighbors. We test the model with a variety of regular graph structures with variable degree, randomness, and size. Our parallel-execution agent-based simulations show that each strategy evolves toward its own structural niche with suspicious TFT maintaining the highest survival rate over all structures. We also show that increases in network density make the TFT strategies even more dominant, and connectivity randomness encourages cooperation in sparse networks.",10.1109/JSYST.2013.2284959,https://ieeexplore.ieee.org/abstract/document/6658829/,ieeeexplore; scopus; webofscience; googlescholar
2003,Advancing systems engineering for systems-of-systems challenges,"Engineering activities in future organization development, including various information-based systems, vary, but all result in evolutions of an organization, its capabilities and systems. These evolutions occur in a context of Systems-of-Systems (SoS) where the organization must maintain a sustained, sustainable, and controlled SoS evolution as a whole. This paper presents an understanding of SoS challenges to the application of Systems Engineering (SE) in organizational evolutionary development and discusses the difference between ""developing a SoS"" and ""developing systems in a SoS context"" from an SE management perspective. A new approach to SE process organization and management is presented in order to help an organization cope with the high complexity of SoS evolutions and improve its architecture practice. Philosophically different from many SoS SE studies that consider mainly how to develop a SoS, the new approach is to add a dimension or components of SE practice at the organization level that is aimed at creating a better engineering environment to enable effective applications of traditional SE practice in implementing SoS evolutions. © 2003 Wiley Periodicals, Inc.",10.1002/sys.10042,,scopus; wiley; wiley
2007,Framework for understanding and shaping systems of systems - The case of industry and infrastructure development in seaport regions,"A framework has been developed that enables actors to understand and shape industry-infrastructure system-of-systems in seaport regions. The framework connects knowledge engineering with the simulation of system-of-systems evolution. It consists of a system decomposition method using ontologies, a modular agent based model and a knowledge feedback process. The framework was developed and used in a study on fostering biobased cluster evolution in the Eemsdelta, the Netherlands. To support regional development authorities who must balance the interest of each company and the system-of-systems network metrics were developed and incorporated in the simulation. Use of the framework creates a socially accepted model for systems-of-systems analysis that can directly be converted into live simulations to visualize possible directions of its evolution, which results can be used to feedback to the knowledge process.",,,webofscience
2016,CASE STUDY: APPLICATION OF EVOLVING ARCHITECTURE FRAMEWORKS FOR HEAVY RAIL ASSET MANAGEMENT AND SAFETY ASSURANCE,"ABSTRACT A heavy rail system is a complex system of systems that has specific challenges for asset management. The introduction of modern digital systems into existing rail systems adds further to this complexity. The Asset Standards Authority of Transport for New South Wales in Australia is introducing model-based systems engineering through the use of an architecture framework populated using the Systems Modeling Language (SysML), referred to hereafter as the Transport Network Architecture Framework (TNAF). The TNAF is intended initially to be used to act as a structure that will assist procurement through the depiction of the minimum standards to be met when specifying new systems to be acquired and integrated into the network. This article describes how architecture framework tools can be used for management of the various configurations.",10.1002/inst.12107,,wiley
2006,Towards a work breakdown structure for net centric system of systems engineering and management,"As the system engineering industry sees an increasing focus on the lifecycle development, acquisition, and sustainment of net-centric Systems of Systems (SoS) and Family of Systems (FoS), organizations find the need to evolve current processes and tools to better handle the increased scope, scale, and complexity of these efforts. One such tool, the Work Breakdown Structure (WBS) is important in planning and execution of program activities as requirements and goals of the program evolve. This paper provides an overview of the limitations of current WBSs with respect to SoS efforts and presents a proposed WBS structure that more adequately reflects the evolving processes and cross-organizational complexities. Copyright © 2006 by G. Wang, J. Lane, R. Valerdi and B. Boehm.",10.1002/j.2334-5837.2006.tb02745.x,,scopus; wiley
2005,Architecture-based interoperability evaluation in evolutions of networked enterprises,"Interoperability resulted from various evolutions occurring in a modern networked enterprise, or Systems-of-Systems (SoS) is a goal for an organisation to maintain a sustained, sustainable and controlled SoS evolution. A common issue facing networked enterprises in these evolutions is how to systematically manage and effectively achieve desired interoperability meeting new requirements of business and technologies. This paper presents an understanding of challenges in dealing with interoperability in evolutions of networked enterprises or SoS, and discusses an architecture-based approach to interoperability evaluation in various evolutions of networked enterprises. © Springer-Verlag Berlin Heidelberg 2006.",10.1007/11678564_26,https://link.springer.com/chapter/10.1007/11678564_26,scopus; webofscience; springerlink; googlescholar
2004,An approach for systems evolution,"Due to the immaturity of practice and the increasing complexity of system-of-systems (SOS), there have been obvious needs to develop a systematic methodology that enables the evolution of such systems. This paper presents a prototype design for a synthetic systems evolution environment (SEE). We will investigate new methods, tools to properly manage and instruct the evolution practice by leveraging system architecture knowledge, outline the purpose of the environment, describes the concept of operations, detail the main junctions, processes in utilizing the system architecture, knowledge for systems evolution, and introduces the initial high-level architecture design. Furthermore, we will document the approach for developing the environment.",10.1109/ICSMC.2004.1400639,,ieeeexplore; scopus; webofscience
2004,4.6.2 A Knowledge Management Approach to Change Management in Systems-of-Systems,"Abstract When a complex entity comprises, for example, a set of individually complex, geographically distributed, evolving systems, the question of how to manage change to such a system-of-systems takes great significance. Not only must change be managed at the level of each component system, it must also be managed across the entire interrelated and interacting set. The solution presented in this paper is based on research that treats a class of warships in the Royal Australian Navy (RAN), along with the associated operational, production and support systems, as a system-of-systems (SoS) and examines the management of change in this complex entity. The paper describes a Knowledge Management (KM) strategy that can be used to plan, manage, coordinate and implement change across the entire lifecycle of the target system-of-systems and which may be generalisable to other systems-of-systems.",10.1002/j.2334-5837.2004.tb00537.x,,wiley
2013,A lean approach to improving SE visibility in large operational systems evolution,"It is often difficult to understand the status of capability development in large operational systems. Schedules are rarely stable. This is due to factors such as: the size and complexity of capabilities; unexpected changes in priorities; depth of supplier chains; variety and availability of special engineering resources; contract structure; and the inherently complex nature of such operations. Lean approaches use the concepts of work in progress (WIP) and capacity to maximize flow through a process. Under certain circumstances, these concepts can be applied to systems engineering and development processes. This paper describes an example implementation of the concept in a large health care system of systems. To enhance both visibility and flow, the approach utilizes visualization techniques, pull-scheduling processes, and a services approach to systems engineering. © 2013 by R. Turner, J. Lane, D. Ingold and R. Madachy. Published and used by INCOSE with permission.",10.1002/j.2334-5837.2013.tb03028.x,,scopus; wiley
